sale_id,sale_ts,store_id,customer_id,product_id,quantity,unit_price,discount,payment_method
POS00000040,2026-01-04T11:37:38.427757,S001,83c89055-5a29-4e2e-b912-bfe4878d2dec,P0050,2,25.68,0.5,google_pay
POS00000041,2026-01-04T08:01:38.427757,S004,232dfa05-38bb-4246-9c6a-1e1b5d292e28,P0020,4,69.15,1.0,apple_pay
POS00000042,2026-01-03T18:01:38.427757,S005,f7b00b4d-1ccb-473d-adb4-523a1a1d19fa,P0073,3,26.66,0.0,cash
POS00000043,2026-01-04T06:54:38.427757,S001,b7f7f898-2c3d-4c2f-9a24-fc97e9aef379,P0007,2,73.76,0.0,cash
POS00000044,2026-01-04T12:31:38.427757,S003,d374524b-2760-406d-bd6a-92aaf1c198d7,P0087,1,15.83,0.5,apple_pay
POS00000045,2026-01-04T11:20:38.427757,S005,abcf151c-3997-4d1d-967c-2b7a6345ef45,P0040,1,60.22,0.0,apple_pay
POS00000046,2026-01-03T20:01:38.427757,S004,f2e55b90-f48f-4ac7-99b6-f99d8ad5b4fc,P0055,4,74.46,2.0,card
POS00000047,2026-01-04T01:44:38.427757,S002,dc8d211a-f49b-4a42-8bba-b2192ec30739,P0004,1,10.82,0.5,apple_pay
POS00000048,2026-01-03T18:18:38.427757,S001,8622e857-62bf-48cd-a815-fa21214dce09,P0051,2,103.64,0.0,google_pay
POS00000049,2026-01-04T02:15:38.427757,S004,54b28a4a-282c-40ff-9bfe-7f6c1a42e383,P0053,2,44.77,1.0,google_pay
POS00000050,2026-01-04T12:37:38.427757,S003,981b470b-97e2-443b-823b-c7f22e9758ae,P0086,3,69.91,0.0,apple_pay
POS00000051,2026-01-04T06:46:38.427757,S005,ede88b6b-6125-44c4-b3e7-8f864e98482d,P0095,3,20.25,0.5,apple_pay
POS00000052,2026-01-03T17:54:38.427757,S003,2c592fb8-271f-4731-9ed1-33b60d980c0d,P0017,3,21.81,2.0,google_pay
POS00000053,2026-01-04T05:52:38.427757,S001,07b19091-a0c8-4fe8-ae81-9145271d28af,P0064,3,85.44,0.5,google_pay
POS00000054,2026-01-04T11:43:38.427757,S001,b6ea5e21-83ee-4dea-b1af-43c36996db12,P0021,4,28.98,2.0,apple_pay
POS00000055,2026-01-04T14:41:38.427757,S005,7eed74b2-ee31-4346-ac26-83eea8aeead3,P0018,1,46.56,0.0,cash
POS00000056,2026-01-03T22:41:38.427757,S002,4447991e-e75f-426e-b835-a5de0f7a5b90,P0053,3,44.77,1.0,google_pay
POS00000057,2026-01-04T12:21:38.427757,S001,888810b0-561b-471c-98ec-dabdbc78195f,P0093,1,51.99,0.0,card
POS00000058,2026-01-04T08:48:38.427757,S004,50c37fea-54c0-47ce-876d-cf1a32258977,P0022,3,107.91,0.0,google_pay
POS00000059,2026-01-04T07:37:38.427757,S002,90985268-9558-43f7-9b33-a4ba0b00d1b5,P0019,2,104.27,0.0,google_pay
POS00000060,2026-01-03T17:28:38.427757,S002,d901127a-cd80-4da8-98bd-bf845dfa0204,P0059,1,25.35,0.0,cash
POS00000061,2026-01-03T18:10:38.427757,S004,bc4e54c6-abc6-4a69-8190-1ce7782d5052,P0005,1,33.19,1.0,card
POS00000062,2026-01-04T01:13:38.427757,S005,69b4b290-f645-4467-9083-423dcc3c9eb0,P0082,1,72.93,0.0,cash
POS00000063,2026-01-03T21:26:38.427757,S001,f7ed9e00-78b6-4239-82ca-1c4339c4a6d0,P0044,3,60.11,0.0,card
POS00000064,2026-01-04T08:46:38.427757,S004,3c4c3e07-8c9e-4e58-a4c9-9c6df1c324e7,P0019,3,104.27,1.0,apple_pay
POS00000065,2026-01-04T06:59:38.427757,S004,9f8e4553-c838-4cfe-9f73-ce32d9dba1e5,P0045,3,24.25,0.0,cash
POS00000066,2026-01-03T21:08:38.427757,S003,bcd747a4-4548-4750-8152-6d84c50d666b,P0079,4,43.22,0.0,card
POS00000067,2026-01-04T02:11:38.427757,S003,89acc58d-a6ab-4fb3-b72b-d09463e1343f,P0075,4,16.22,0.0,apple_pay
POS00000068,2026-01-04T15:30:38.427757,S005,b0952327-3a6a-400a-8743-590ebc284b97,P0013,1,30.93,2.0,google_pay
POS00000069,2026-01-04T09:15:38.427757,S004,fe45199f-b031-43cc-a3c6-cd858a3ba81d,P0047,4,33.05,1.0,cash
POS00000070,2026-01-03T17:21:38.427757,S004,6d5bb897-82fa-4992-9cdc-ac1d23fc6f75,P0080,4,66.01,0.5,cash
POS00000071,2026-01-04T05:06:38.427757,S002,ede88b6b-6125-44c4-b3e7-8f864e98482d,P0049,2,38.33,0.0,google_pay
POS00000072,2026-01-04T14:23:38.427757,S002,213fdb8d-6d5f-4622-85ad-51f78978c143,P0039,1,97.56,0.0,google_pay
POS00000073,2026-01-03T23:16:38.427757,S004,90985268-9558-43f7-9b33-a4ba0b00d1b5,P0054,4,11.12,1.0,apple_pay
POS00000074,2026-01-04T10:57:38.427757,S004,14f6d48f-02ac-4ba4-8702-2ddb03edbfcd,P0082,3,72.93,0.0,card
POS00000075,2026-01-04T04:31:38.427757,S003,a4e71d72-eb78-4d2f-af05-e15e456b0602,P0037,4,36.76,1.0,cash
POS00000076,2026-01-04T05:42:38.427757,S002,f2aacff0-734f-4384-ba6d-d167de2cd684,P0020,2,69.15,0.0,apple_pay
POS00000077,2026-01-03T22:41:38.427757,S003,26d80128-3cb1-4967-b62a-fe6b594faec0,P0099,2,58.74,0.0,google_pay
POS00000078,2026-01-03T20:44:38.427757,S003,a2e1b4dc-78e0-457c-b02a-ad7e8babb63b,P0077,4,29.99,2.0,card
POS00000079,2026-01-04T09:16:38.427757,S002,0a162ab0-f519-409a-9bc2-66b3350f16b9,P0091,2,41.75,0.0,google_pay
POS00000080,2026-01-03T22:13:38.427757,S003,d89c1753-ba08-490a-8e06-05ab2cd5617f,P0038,3,49.33,0.5,cash
POS00000081,2026-01-04T03:59:38.427757,S004,4a51fc50-7ae1-4ac9-a2bb-c2c098789644,P0045,4,24.25,1.0,apple_pay
POS00000082,2026-01-04T16:19:38.427757,S001,bfde1c06-c0f1-4e2b-8080-3b4ef8030f33,P0025,1,63.05,0.0,google_pay
POS00000083,2026-01-04T13:00:38.427757,S004,9260e7f0-cee6-4a04-8a7f-72bd76b6021e,P0089,2,12.29,2.0,cash
POS00000084,2026-01-03T18:49:38.427757,S003,567c0ba3-de43-461e-9729-a07ccb37363e,P0042,2,60.88,0.0,card
POS00000085,2026-01-04T02:57:38.427757,S002,16d4db6a-9eef-4e49-a741-b548ec021614,P0076,2,14.83,1.0,apple_pay
POS00000086,2026-01-04T11:20:38.427757,S004,c214d83a-7c94-4086-842a-dc2f49c65fb6,P0095,1,20.25,2.0,apple_pay
POS00000087,2026-01-03T22:37:38.427757,S003,e5c4f906-06d2-4bb1-b596-865845703919,P0063,1,27.98,0.0,card
POS00000088,2026-01-04T13:18:38.427757,S002,60d91120-36d8-4e1b-af3b-743a99b9aee0,P0040,2,60.22,0.5,google_pay
POS00000089,2026-01-03T20:26:38.427757,S003,4c2d3e38-8c55-4cf7-a725-2dede43dc07f,P0067,4,74.99,0.0,cash
POS00000090,2026-01-03T21:53:38.427757,S003,9260e7f0-cee6-4a04-8a7f-72bd76b6021e,P0060,1,29.36,0.0,apple_pay
POS00000091,2026-01-04T08:05:38.427757,S005,5995fc9f-ada0-48db-810c-95d75329d1ec,P0006,2,44.59,2.0,apple_pay
POS00000092,2026-01-03T23:57:38.427757,S001,3cf74d3a-2893-41a1-b0c9-5f4123ca705d,P0001,1,46.81,1.0,card
POS00000093,2026-01-04T07:13:38.427757,S005,42c1a7a7-372b-491a-b837-641f638559c3,P0064,3,85.44,0.0,google_pay
POS00000094,2026-01-03T17:14:38.427757,S003,4a51fc50-7ae1-4ac9-a2bb-c2c098789644,P0031,4,73.88,0.5,google_pay
POS00000095,2026-01-04T03:45:38.427757,S003,9ac002b9-2fb5-45f6-94fc-cfdf1b8b472f,P0049,3,38.33,0.5,cash
POS00000096,2026-01-04T16:11:38.427757,S001,f0cea552-212b-4b60-b7b6-7608338ed24b,P0016,4,33.08,2.0,card
POS00000097,2026-01-04T03:47:38.427757,S005,7b22349d-20c6-4230-bec0-bfde029a6bc7,P0100,3,71.32,0.0,google_pay
POS00000098,2026-01-03T23:57:38.427757,S005,98cd76c4-de09-43a1-b6ce-9b5b564ef459,P0050,3,25.68,2.0,google_pay
POS00000099,2026-01-04T01:56:38.427757,S005,580fa68d-893b-4d3c-b0ea-c28d8bc364dc,P0054,4,11.12,1.0,apple_pay
POS00000100,2026-01-04T09:41:38.427757,S002,1eb8916f-e09a-4434-9297-fae0e6db9c93,P0022,4,107.91,0.0,cash
POS00000101,2026-01-03T16:26:38.427757,S005,4447991e-e75f-426e-b835-a5de0f7a5b90,P0045,4,24.25,1.0,google_pay
POS00000102,2026-01-03T21:57:38.427757,S005,17af2eda-f99d-4793-bf3d-23d8a948671a,P0076,4,14.83,1.0,google_pay
POS00000103,2026-01-03T22:41:38.427757,S003,b0952327-3a6a-400a-8743-590ebc284b97,P0042,3,60.88,0.5,card
POS00000104,2026-01-03T22:29:38.427757,S001,60d91120-36d8-4e1b-af3b-743a99b9aee0,P0016,1,33.08,0.0,apple_pay
POS00000105,2026-01-03T16:36:38.427757,S003,3679adb9-935c-4c7f-b604-2708ead53dda,P0042,2,60.88,1.0,google_pay
POS00000106,2026-01-03T22:28:38.427757,S003,8ca470c5-0df2-4778-b365-65129908cd1e,P0035,4,50.02,0.0,apple_pay
POS00000107,2026-01-04T11:48:38.427757,S003,8f66b669-2055-4de0-8eda-f15e8d034d93,P0099,2,58.74,0.0,google_pay
POS00000108,2026-01-03T19:43:38.427757,S001,6baf675e-0547-4a45-a3bb-65e0c0c724a3,P0040,2,60.22,2.0,apple_pay
POS00000109,2026-01-04T15:57:38.427757,S004,2811419b-3017-4e80-8c2c-09fbb44c09c5,P0049,4,38.33,1.0,apple_pay
POS00000110,2026-01-04T06:05:38.427757,S002,ecba099e-d5a1-4c7e-b04c-cfa4147855ac,P0074,2,10.12,1.0,card
POS00000111,2026-01-04T10:18:38.427757,S003,3537df7e-1e0c-4ebc-8b03-ca077680265e,P0029,1,101.35,1.0,google_pay
POS00000112,2026-01-04T09:21:38.427757,S005,d8cea58c-b202-46d9-b278-d78f1672bf68,P0041,1,41.99,0.0,cash
POS00000113,2026-01-03T23:07:38.427757,S001,6b639b9c-2867-4dd1-918f-040de9e22ea7,P0075,1,16.22,0.0,apple_pay
POS00000114,2026-01-04T15:51:38.427757,S001,83c89055-5a29-4e2e-b912-bfe4878d2dec,P0064,3,85.44,1.0,card
POS00000115,2026-01-04T06:49:38.427757,S003,c49968e8-8cb3-42bb-8f74-e967cc510411,P0052,4,77.67,0.0,apple_pay
POS00000116,2026-01-04T11:08:38.427757,S002,c49968e8-8cb3-42bb-8f74-e967cc510411,P0062,2,103.01,0.0,card
POS00000117,2026-01-04T12:44:38.427757,S004,83c89055-5a29-4e2e-b912-bfe4878d2dec,P0002,1,9.26,0.0,cash
POS00000118,2026-01-04T12:14:38.427757,S001,7eed74b2-ee31-4346-ac26-83eea8aeead3,P0068,4,54.53,0.5,apple_pay
POS00000119,2026-01-04T05:13:38.427757,S004,310fdd49-11d2-4aa5-9f50-e1a399e51200,P0050,3,25.68,0.0,card
POS00000120,2026-01-03T16:57:38.427757,S002,d901127a-cd80-4da8-98bd-bf845dfa0204,P0093,4,51.99,0.0,card
POS00000121,2026-01-04T05:06:38.427757,S004,97affe87-08cd-413f-941b-585497623878,P0038,4,49.33,2.0,apple_pay
POS00000122,2026-01-04T01:00:38.427757,S004,9ac002b9-2fb5-45f6-94fc-cfdf1b8b472f,P0014,1,19.43,0.5,apple_pay
POS00000123,2026-01-03T16:49:38.427757,S001,3b066d3d-d98c-43b1-ae0b-7ff0e55afcff,P0050,3,25.68,1.0,cash
POS00000124,2026-01-04T08:01:38.427757,S005,1e8ece07-ea7e-481c-959a-fc5c31a2e68e,P0028,1,50.86,0.0,card
POS00000125,2026-01-04T01:53:38.427757,S001,f159bb63-bcfa-46e3-bd1e-0b6309f5e698,P0048,4,103.81,0.5,cash
POS00000126,2026-01-04T11:45:38.427757,S003,bcd0251c-a05a-4c5d-858c-9414151ef62d,P0037,4,36.76,1.0,card
POS00000127,2026-01-04T10:41:38.427757,S004,1e8ece07-ea7e-481c-959a-fc5c31a2e68e,P0013,4,30.93,0.0,google_pay
POS00000128,2026-01-04T03:25:38.427757,S005,3679adb9-935c-4c7f-b604-2708ead53dda,P0047,3,33.05,2.0,google_pay
POS00000129,2026-01-03T17:15:38.427757,S001,326c80d9-33d3-4254-8545-1a2d83dd49f0,P0088,4,77.9,0.5,card
POS00000130,2026-01-03T19:13:38.427757,S002,bf9b99b9-6293-4f99-adc6-731553c40f4a,P0045,2,24.25,1.0,apple_pay
POS00000131,2026-01-04T12:53:38.427757,S001,7b7654d2-d58c-4452-b318-3fed60e11e2e,P0065,4,49.91,0.0,card
POS00000132,2026-01-03T20:09:38.427757,S002,6c7db293-5ecb-40b2-9f1b-68b6db8101c2,P0018,4,46.56,1.0,apple_pay
POS00000133,2026-01-04T10:41:38.427757,S003,29d9a07d-020a-4dec-9d25-809511a8adfe,P0075,3,16.22,0.0,cash
POS00000134,2026-01-04T07:00:38.427757,S001,f358c72b-3087-4a4e-be2f-af15e0c77672,P0037,1,36.76,0.0,cash
POS00000135,2026-01-04T04:07:38.427757,S001,61d32fac-ecec-4e61-ae12-0c01f8ffff2f,P0042,1,60.88,0.0,google_pay
POS00000136,2026-01-04T03:50:38.427757,S004,ef1aa57c-5fc0-42f2-aafa-5fb465adabef,P0096,3,31.62,1.0,google_pay
POS00000137,2026-01-04T14:50:38.427757,S004,8fd61d36-6e6f-4b4d-9f54-8e5a21194fc6,P0065,4,49.91,0.5,cash
POS00000138,2026-01-04T02:55:38.427757,S005,b0952327-3a6a-400a-8743-590ebc284b97,P0093,4,51.99,1.0,card
POS00000139,2026-01-03T21:06:38.427757,S002,bc4e54c6-abc6-4a69-8190-1ce7782d5052,P0019,3,104.27,0.0,cash
POS00000140,2026-01-03T17:50:38.427757,S002,3679adb9-935c-4c7f-b604-2708ead53dda,P0010,2,56.71,0.0,apple_pay
POS00000141,2026-01-03T23:41:38.427757,S005,463b3e95-5ca5-4c65-91ce-becd84a562ac,P0065,1,49.91,0.0,google_pay
POS00000142,2026-01-04T09:25:38.427757,S004,fb6c7447-4db1-4c12-91d1-c0d3dc31a4d7,P0001,1,46.81,0.0,apple_pay
POS00000143,2026-01-03T17:40:38.427757,S002,dbec9f18-f9d6-49f4-a1b9-1c5067c07e34,P0052,1,77.67,0.0,google_pay
POS00000144,2026-01-04T00:18:38.427757,S001,bc4e54c6-abc6-4a69-8190-1ce7782d5052,P0008,1,19.62,0.0,apple_pay
POS00000145,2026-01-04T00:16:38.427757,S003,1e8ece07-ea7e-481c-959a-fc5c31a2e68e,P0078,3,51.99,0.0,card
POS00000146,2026-01-04T01:01:38.427757,S001,b28dd493-cb4a-427a-ac9d-2381928a85cb,P0034,3,7.76,0.0,apple_pay
POS00000147,2026-01-04T04:11:38.427757,S005,94d0c39f-f0f3-40cd-8587-7881655a9801,P0032,3,21.11,0.0,apple_pay
POS00000148,2026-01-04T05:02:38.427757,S002,b0952327-3a6a-400a-8743-590ebc284b97,P0002,3,9.26,0.0,apple_pay
POS00000149,2026-01-04T14:55:38.427757,S004,8622e857-62bf-48cd-a815-fa21214dce09,P0068,3,54.53,1.0,apple_pay
POS00000150,2026-01-03T16:46:38.427757,S001,89acc58d-a6ab-4fb3-b72b-d09463e1343f,P0017,1,21.81,0.0,cash
POS00000151,2026-01-04T11:51:38.427757,S005,12627e02-8a3d-4907-804f-731f61d7a761,P0003,3,68.0,0.0,apple_pay
POS00000152,2026-01-04T14:14:38.427757,S001,3c4c3e07-8c9e-4e58-a4c9-9c6df1c324e7,P0033,2,38.85,0.0,apple_pay
POS00000153,2026-01-04T05:42:38.427757,S004,ea975863-cbd7-4a57-9bcc-6dc452d9d617,P0077,4,29.99,0.5,card
POS00000154,2026-01-03T21:27:38.427757,S001,69b4b290-f645-4467-9083-423dcc3c9eb0,P0098,3,45.17,0.0,card
POS00000155,2026-01-03T21:32:38.427757,S002,972f4b1d-eba9-428f-b9b2-526ec9a7c13d,P0048,3,103.81,1.0,apple_pay
POS00000156,2026-01-04T05:49:38.427757,S004,463b3e95-5ca5-4c65-91ce-becd84a562ac,P0088,4,77.9,0.0,apple_pay
POS00000157,2026-01-04T07:50:38.427757,S001,7b22349d-20c6-4230-bec0-bfde029a6bc7,P0039,3,97.56,2.0,apple_pay
POS00000158,2026-01-04T01:59:38.427757,S001,3041a1f7-8e61-402f-9c21-36e084ccc720,P0013,1,30.93,0.0,card
POS00000159,2026-01-03T18:32:38.427757,S005,dc8d211a-f49b-4a42-8bba-b2192ec30739,P0063,3,27.98,0.5,apple_pay
POS00000160,2026-01-04T14:31:38.427757,S003,78ed162f-5fd3-461f-8a6c-50b0c67ff6c6,P0039,3,97.56,0.0,card
POS00000161,2026-01-04T16:07:38.427757,S001,bbe98baf-055f-4256-bb02-ac80135c0920,P0044,3,60.11,1.0,apple_pay
POS00000162,2026-01-04T11:50:38.427757,S005,bcd0251c-a05a-4c5d-858c-9414151ef62d,P0061,4,43.95,0.0,card
POS00000163,2026-01-04T00:28:38.427757,S001,d909ebd0-23c6-4545-b999-e7504e245720,P0059,4,25.35,0.0,google_pay
POS00000164,2026-01-03T17:55:38.427757,S004,b213a275-ecc1-489e-b8d7-ac6025f61a01,P0062,4,103.01,0.0,google_pay
POS00000165,2026-01-04T12:22:38.427757,S004,468a62fd-022e-4bc9-a993-7e31e3615744,P0013,1,30.93,1.0,card
POS00000166,2026-01-04T13:41:38.427757,S001,6002c3f2-3bba-4808-a88d-79642b1150ee,P0043,2,40.05,0.0,google_pay
POS00000167,2026-01-04T07:35:38.427757,S005,5742e2e7-705c-4c8e-9b6a-ae5a6237f721,P0003,2,68.0,0.0,google_pay
POS00000168,2026-01-05T15:33:38.427757,S002,69b4b290-f645-4467-9083-423dcc3c9eb0,P0046,4,51.27,0.0,card
POS00000169,2026-01-04T23:31:38.427757,S002,8622e857-62bf-48cd-a815-fa21214dce09,P0045,4,24.25,0.5,cash
POS00000170,2026-01-05T09:35:38.427757,S002,541b7565-05b5-4ddc-adbe-d9d9704c2024,P0003,4,68.0,0.0,google_pay
POS00000171,2026-01-04T18:29:38.427757,S003,cbd85615-83c3-4817-9cab-7a48d0b8cfde,P0058,1,11.39,1.0,apple_pay
POS00000172,2026-01-05T15:35:38.427757,S005,89acc58d-a6ab-4fb3-b72b-d09463e1343f,P0014,2,19.43,0.0,apple_pay
POS00000173,2026-01-04T17:36:38.427757,S002,5dac3d55-2e01-43f0-9482-bc0f8a3c7584,P0013,1,30.93,0.0,apple_pay
POS00000174,2026-01-05T09:39:38.427757,S001,2b875069-b43b-435c-8632-e3a37a5e253f,P0061,3,43.95,0.0,google_pay
POS00000175,2026-01-05T10:52:38.427757,S004,206ecc96-0f4d-44b0-9eb0-0061e980b9d6,P0060,4,29.36,0.5,card
POS00000176,2026-01-04T16:44:38.427757,S002,e94a0e0d-fc1c-43bc-9b1f-4863510e7d5a,P0080,3,66.01,0.0,card
POS00000177,2026-01-04T17:56:38.427757,S004,ec9a1e56-1600-481d-847f-ed355febe6b8,P0084,4,67.2,0.0,cash
POS00000178,2026-01-05T13:27:38.427757,S004,ae48823c-8922-45d7-850d-8d9189c9581b,P0059,1,25.35,0.0,cash
POS00000179,2026-01-05T06:06:38.427757,S002,be7d9a4d-c2b8-4f97-a58c-8e84e7a757c3,P0062,3,103.01,1.0,google_pay
POS00000180,2026-01-05T05:03:38.427757,S001,abcf151c-3997-4d1d-967c-2b7a6345ef45,P0065,3,49.91,0.0,google_pay
POS00000181,2026-01-04T16:29:38.427757,S001,751cd394-021e-4684-b7c1-c76ceaba880e,P0043,3,40.05,0.0,google_pay
POS00000182,2026-01-04T21:33:38.427757,S001,7eed74b2-ee31-4346-ac26-83eea8aeead3,P0018,2,46.56,1.0,apple_pay
POS00000183,2026-01-05T03:11:38.427757,S004,b5eae820-9821-46ca-9773-dced8c80ee0c,P0036,1,25.45,0.0,apple_pay
POS00000184,2026-01-05T06:55:38.427757,S005,9ac002b9-2fb5-45f6-94fc-cfdf1b8b472f,P0044,2,60.11,0.0,apple_pay
POS00000185,2026-01-05T15:23:38.427757,S004,417eb827-5984-4919-b090-62a880eebd71,P0030,2,41.55,1.0,apple_pay
POS00000186,2026-01-05T13:54:38.427757,S002,ec9a1e56-1600-481d-847f-ed355febe6b8,P0088,4,77.9,0.5,apple_pay
POS00000187,2026-01-05T14:08:38.427757,S005,73a59435-1288-41c3-949a-a3113a6a58ba,P0021,1,28.98,0.0,google_pay
POS00000188,2026-01-05T05:24:38.427757,S003,8622e857-62bf-48cd-a815-fa21214dce09,P0048,4,103.81,0.5,cash
POS00000189,2026-01-05T09:31:38.427757,S001,c8c40448-0c04-4657-b3b8-a1d84fce4906,P0038,4,49.33,1.0,card
POS00000190,2026-01-04T18:08:38.427757,S003,ef82285f-74c7-4c81-8464-c88849233598,P0025,4,63.05,0.0,cash
POS00000191,2026-01-05T14:13:38.427757,S001,2ae229c5-2254-4335-89e6-fbb9aca0c425,P0016,1,33.08,0.0,card
POS00000192,2026-01-05T15:25:38.427757,S001,2811419b-3017-4e80-8c2c-09fbb44c09c5,P0066,4,33.91,0.0,card
POS00000193,2026-01-04T22:32:38.427757,S004,58748e6f-c99e-4a2a-8f53-00f8a17ed561,P0047,4,33.05,0.0,google_pay
POS00000194,2026-01-05T11:59:38.427757,S003,12627e02-8a3d-4907-804f-731f61d7a761,P0097,2,77.86,0.5,apple_pay
POS00000195,2026-01-04T21:13:38.427757,S005,7aa989a2-941e-401e-8dda-5e2a2fb4890b,P0074,4,10.12,0.0,card
POS00000196,2026-01-05T15:15:38.427757,S003,10b64d77-8693-49e3-9a22-46a6211a017a,P0029,2,101.35,1.0,cash
POS00000197,2026-01-04T20:25:38.427757,S004,ff1451ca-5bac-4459-bf98-54bb2cbd53bb,P0006,2,44.59,0.5,google_pay
