snapshot_ts,store_id,product_id,on_hand_qty
2026-01-04T16:25:39.219674,S001,P0016,70
2026-01-04T16:25:39.219674,S002,P0016,70
2026-01-04T16:25:39.219674,S003,P0016,174
2026-01-04T16:25:39.219674,S004,P0016,2
2026-01-04T16:25:39.219674,S005,P0016,159
2026-01-04T16:25:39.219674,S001,P0017,194
2026-01-04T16:25:39.219674,S002,P0017,122
2026-01-04T16:25:39.219674,S003,P0017,108
2026-01-04T16:25:39.219674,S004,P0017,129
2026-01-04T16:25:39.219674,S005,P0017,129
2026-01-04T16:25:39.219674,S001,P0018,147
2026-01-04T16:25:39.219674,S002,P0018,108
2026-01-04T16:25:39.219674,S003,P0018,188
2026-01-04T16:25:39.219674,S004,P0018,177
2026-01-04T16:25:39.219674,S005,P0018,66
2026-01-04T16:25:39.219674,S001,P0019,124
2026-01-04T16:25:39.219674,S002,P0019,153
2026-01-04T16:25:39.219674,S003,P0019,142
2026-01-04T16:25:39.219674,S004,P0019,143
2026-01-04T16:25:39.219674,S005,P0019,41
2026-01-04T16:25:39.219674,S001,P0020,73
2026-01-04T16:25:39.219674,S002,P0020,118
2026-01-04T16:25:39.219674,S003,P0020,49
2026-01-04T16:25:39.219674,S004,P0020,44
2026-01-04T16:25:39.219674,S005,P0020,56
2026-01-04T16:25:39.219674,S001,P0021,39
2026-01-04T16:25:39.219674,S002,P0021,130
2026-01-04T16:25:39.219674,S003,P0021,14
2026-01-04T16:25:39.219674,S004,P0021,61
2026-01-04T16:25:39.219674,S005,P0021,41
2026-01-04T16:25:39.219674,S001,P0022,79
2026-01-04T16:25:39.219674,S002,P0022,88
2026-01-04T16:25:39.219674,S003,P0022,39
2026-01-04T16:25:39.219674,S004,P0022,120
2026-01-04T16:25:39.219674,S005,P0022,102
2026-01-04T16:25:39.219674,S001,P0023,49
2026-01-04T16:25:39.219674,S002,P0023,144
2026-01-04T16:25:39.219674,S003,P0023,119
2026-01-04T16:25:39.219674,S004,P0023,63
2026-01-04T16:25:39.219674,S005,P0023,55
2026-01-04T16:25:39.219674,S001,P0024,54
2026-01-04T16:25:39.219674,S002,P0024,24
2026-01-04T16:25:39.219674,S003,P0024,104
2026-01-04T16:25:39.219674,S004,P0024,149
2026-01-04T16:25:39.219674,S005,P0024,113
2026-01-04T16:25:39.219674,S001,P0025,40
2026-01-04T16:25:39.219674,S002,P0025,69
2026-01-04T16:25:39.219674,S003,P0025,110
2026-01-04T16:25:39.219674,S004,P0025,192
2026-01-04T16:25:39.219674,S005,P0025,74
2026-01-04T16:25:39.219674,S001,P0026,19
2026-01-04T16:25:39.219674,S002,P0026,58
2026-01-04T16:25:39.219674,S003,P0026,1
2026-01-04T16:25:39.219674,S004,P0026,10
2026-01-04T16:25:39.219674,S005,P0026,136
2026-01-04T16:25:39.219674,S001,P0027,162
2026-01-04T16:25:39.219674,S002,P0027,112
2026-01-04T16:25:39.219674,S003,P0027,54
2026-01-04T16:25:39.219674,S004,P0027,159
2026-01-04T16:25:39.219674,S005,P0027,198
2026-01-04T16:25:39.219674,S001,P0028,79
2026-01-04T16:25:39.219674,S002,P0028,132
2026-01-04T16:25:39.219674,S003,P0028,169
2026-01-04T16:25:39.219674,S004,P0028,72
2026-01-04T16:25:39.219674,S005,P0028,137
2026-01-04T16:25:39.219674,S001,P0029,160
2026-01-04T16:25:39.219674,S002,P0029,23
2026-01-04T16:25:39.219674,S003,P0029,146
2026-01-04T16:25:39.219674,S004,P0029,198
2026-01-04T16:25:39.219674,S005,P0029,172
2026-01-04T16:25:39.219674,S001,P0030,123
2026-01-04T16:25:39.219674,S002,P0030,139
2026-01-04T16:25:39.219674,S003,P0030,5
2026-01-04T16:25:39.219674,S004,P0030,65
2026-01-04T16:25:39.219674,S005,P0030,74
2026-01-04T16:25:39.219674,S001,P0031,146
2026-01-04T16:25:39.219674,S002,P0031,42
2026-01-04T16:25:39.219674,S003,P0031,107
2026-01-04T16:25:39.219674,S004,P0031,115
2026-01-04T16:25:39.219674,S005,P0031,14
2026-01-04T16:25:39.219674,S001,P0032,51
2026-01-04T16:25:39.219674,S002,P0032,89
2026-01-04T16:25:39.219674,S003,P0032,192
2026-01-04T16:25:39.219674,S004,P0032,83
2026-01-04T16:25:39.219674,S005,P0032,50
2026-01-04T16:25:39.219674,S001,P0033,40
2026-01-04T16:25:39.219674,S002,P0033,106
2026-01-04T16:25:39.219674,S003,P0033,109
2026-01-04T16:25:39.219674,S004,P0033,135
2026-01-04T16:25:39.219674,S005,P0033,157
2026-01-04T16:25:39.219674,S001,P0034,1
2026-01-04T16:25:39.219674,S002,P0034,83
2026-01-04T16:25:39.219674,S003,P0034,31
2026-01-04T16:25:39.219674,S004,P0034,68
2026-01-04T16:25:39.219674,S005,P0034,21
2026-01-04T16:25:39.219674,S001,P0035,5
2026-01-04T16:25:39.219674,S002,P0035,167
2026-01-04T16:25:39.219674,S003,P0035,134
2026-01-04T16:25:39.219674,S004,P0035,145
2026-01-04T16:25:39.219674,S005,P0035,51
2026-01-04T16:25:39.219674,S001,P0036,76
2026-01-04T16:25:39.219674,S002,P0036,128
2026-01-04T16:25:39.219674,S003,P0036,105
2026-01-04T16:25:39.219674,S004,P0036,71
2026-01-04T16:25:39.219674,S005,P0036,38
2026-01-04T16:25:39.219674,S001,P0037,151
2026-01-04T16:25:39.219674,S002,P0037,12
2026-01-04T16:25:39.219674,S003,P0037,95
2026-01-04T16:25:39.219674,S004,P0037,43
2026-01-04T16:25:39.219674,S005,P0037,173
2026-01-04T16:25:39.219674,S001,P0038,76
2026-01-04T16:25:39.219674,S002,P0038,181
2026-01-04T16:25:39.219674,S003,P0038,182
2026-01-04T16:25:39.219674,S004,P0038,68
2026-01-04T16:25:39.219674,S005,P0038,188
2026-01-04T16:25:39.219674,S001,P0039,27
2026-01-04T16:25:39.219674,S002,P0039,60
2026-01-04T16:25:39.219674,S003,P0039,78
2026-01-04T16:25:39.219674,S004,P0039,116
2026-01-04T16:25:39.219674,S005,P0039,140
2026-01-04T16:25:39.219674,S001,P0040,17
2026-01-04T16:25:39.219674,S002,P0040,130
2026-01-04T16:25:39.219674,S003,P0040,52
2026-01-04T16:25:39.219674,S004,P0040,56
2026-01-04T16:25:39.219674,S005,P0040,199
2026-01-04T16:25:39.219674,S001,P0041,132
2026-01-04T16:25:39.219674,S002,P0041,33
2026-01-04T16:25:39.219674,S003,P0041,19
2026-01-04T16:25:39.219674,S004,P0041,121
2026-01-04T16:25:39.219674,S005,P0041,57
2026-01-04T16:25:39.219674,S001,P0042,149
2026-01-04T16:25:39.219674,S002,P0042,26
2026-01-04T16:25:39.219674,S003,P0042,108
2026-01-04T16:25:39.219674,S004,P0042,62
2026-01-04T16:25:39.219674,S005,P0042,35
2026-01-04T16:25:39.219674,S001,P0043,104
2026-01-04T16:25:39.219674,S002,P0043,166
2026-01-04T16:25:39.219674,S003,P0043,55
2026-01-04T16:25:39.219674,S004,P0043,60
2026-01-04T16:25:39.219674,S005,P0043,144
2026-01-04T16:25:39.219674,S001,P0044,102
2026-01-04T16:25:39.219674,S002,P0044,130
2026-01-04T16:25:39.219674,S003,P0044,172
2026-01-04T16:25:39.219674,S004,P0044,145
2026-01-04T16:25:39.219674,S005,P0044,21
2026-01-04T16:25:39.219674,S001,P0045,123
2026-01-04T16:25:39.219674,S002,P0045,29
2026-01-04T16:25:39.219674,S003,P0045,178
2026-01-04T16:25:39.219674,S004,P0045,196
2026-01-04T16:25:39.219674,S005,P0045,23
2026-01-04T16:25:39.219674,S001,P0046,146
2026-01-04T16:25:39.219674,S002,P0046,109
2026-01-04T16:25:39.219674,S003,P0046,96
2026-01-04T16:25:39.219674,S004,P0046,190
2026-01-04T16:25:39.219674,S005,P0046,68
2026-01-04T16:25:39.219674,S001,P0047,32
2026-01-04T16:25:39.219674,S002,P0047,175
2026-01-04T16:25:39.219674,S003,P0047,135
2026-01-04T16:25:39.219674,S004,P0047,140
2026-01-04T16:25:39.219674,S005,P0047,92
2026-01-04T16:25:39.219674,S001,P0048,81
2026-01-04T16:25:39.219674,S002,P0048,39
2026-01-04T16:25:39.219674,S003,P0048,10
2026-01-04T16:25:39.219674,S004,P0048,26
2026-01-04T16:25:39.219674,S005,P0048,58
2026-01-04T16:25:39.219674,S001,P0049,129
2026-01-04T16:25:39.219674,S002,P0049,68
2026-01-04T16:25:39.219674,S003,P0049,85
2026-01-04T16:25:39.219674,S004,P0049,50
2026-01-04T16:25:39.219674,S005,P0049,9
2026-01-04T16:25:39.219674,S001,P0050,173
2026-01-04T16:25:39.219674,S002,P0050,72
2026-01-04T16:25:39.219674,S003,P0050,24
2026-01-04T16:25:39.219674,S004,P0050,144
2026-01-04T16:25:39.219674,S005,P0050,182
2026-01-04T16:25:39.219674,S001,P0051,117
2026-01-04T16:25:39.219674,S002,P0051,119
2026-01-04T16:25:39.219674,S003,P0051,107
2026-01-04T16:25:39.219674,S004,P0051,10
2026-01-04T16:25:39.219674,S005,P0051,49
2026-01-04T16:25:39.219674,S001,P0052,3
2026-01-04T16:25:39.219674,S002,P0052,45
2026-01-04T16:25:39.219674,S003,P0052,123
2026-01-04T16:25:39.219674,S004,P0052,88
2026-01-04T16:25:39.219674,S005,P0052,108
2026-01-04T16:25:39.219674,S001,P0053,161
2026-01-04T16:25:39.219674,S002,P0053,122
2026-01-04T16:25:39.219674,S003,P0053,83
2026-01-04T16:25:39.219674,S004,P0053,82
2026-01-04T16:25:39.219674,S005,P0053,99
2026-01-04T16:25:39.219674,S001,P0054,80
2026-01-04T16:25:39.219674,S002,P0054,69
2026-01-04T16:25:39.219674,S003,P0054,24
2026-01-04T16:25:39.219674,S004,P0054,4
2026-01-04T16:25:39.219674,S005,P0054,54
2026-01-04T16:25:39.219674,S001,P0055,11
2026-01-04T16:25:39.219674,S002,P0055,134
2026-01-04T16:25:39.219674,S003,P0055,89
2026-01-04T16:25:39.219674,S004,P0055,86
2026-01-04T16:25:39.219674,S005,P0055,13
2026-01-04T16:25:39.219674,S001,P0056,136
2026-01-04T16:25:39.219674,S002,P0056,69
2026-01-04T16:25:39.219674,S003,P0056,147
2026-01-04T16:25:39.219674,S004,P0056,18
2026-01-04T16:25:39.219674,S005,P0056,158
2026-01-04T16:25:39.219674,S001,P0057,85
2026-01-04T16:25:39.219674,S002,P0057,46
2026-01-04T16:25:39.219674,S003,P0057,0
2026-01-04T16:25:39.219674,S004,P0057,36
2026-01-04T16:25:39.219674,S005,P0057,141
2026-01-04T16:25:39.219674,S001,P0058,145
2026-01-04T16:25:39.219674,S002,P0058,41
2026-01-04T16:25:39.219674,S003,P0058,27
2026-01-04T16:25:39.219674,S004,P0058,198
2026-01-04T16:25:39.219674,S005,P0058,141
2026-01-04T16:25:39.219674,S001,P0059,76
2026-01-04T16:25:39.219674,S002,P0059,23
2026-01-04T16:25:39.219674,S003,P0059,31
2026-01-04T16:25:39.219674,S004,P0059,36
2026-01-04T16:25:39.219674,S005,P0059,130
2026-01-04T16:25:39.219674,S001,P0060,105
2026-01-04T16:25:39.219674,S002,P0060,7
2026-01-04T16:25:39.219674,S003,P0060,94
2026-01-04T16:25:39.219674,S004,P0060,120
2026-01-04T16:25:39.219674,S005,P0060,56
2026-01-04T16:25:39.219674,S001,P0061,171
2026-01-04T16:25:39.219674,S002,P0061,58
2026-01-04T16:25:39.219674,S003,P0061,140
2026-01-04T16:25:39.219674,S004,P0061,160
2026-01-04T16:25:39.219674,S005,P0061,101
2026-01-04T16:25:39.219674,S001,P0062,49
2026-01-04T16:25:39.219674,S002,P0062,59
2026-01-04T16:25:39.219674,S003,P0062,119
2026-01-04T16:25:39.219674,S004,P0062,49
2026-01-04T16:25:39.219674,S005,P0062,116
2026-01-04T16:25:39.219674,S001,P0063,63
2026-01-04T16:25:39.219674,S002,P0063,12
2026-01-04T16:25:39.219674,S003,P0063,87
2026-01-04T16:25:39.219674,S004,P0063,179
2026-01-04T16:25:39.219674,S005,P0063,39
2026-01-04T16:25:39.219674,S001,P0064,138
2026-01-04T16:25:39.219674,S002,P0064,77
2026-01-04T16:25:39.219674,S003,P0064,82
2026-01-04T16:25:39.219674,S004,P0064,148
2026-01-04T16:25:39.219674,S005,P0064,17
2026-01-04T16:25:39.219674,S001,P0065,19
2026-01-04T16:25:39.219674,S002,P0065,121
2026-01-04T16:25:39.219674,S003,P0065,154
2026-01-04T16:25:39.219674,S004,P0065,150
2026-01-04T16:25:39.219674,S005,P0065,58
2026-01-04T16:25:39.219674,S001,P0066,198
2026-01-04T16:25:39.219674,S002,P0066,35
2026-01-04T16:25:39.219674,S003,P0066,111
2026-01-04T16:25:39.219674,S004,P0066,38
2026-01-04T16:25:39.219674,S005,P0066,154
2026-01-04T16:25:39.219674,S001,P0067,64
2026-01-04T16:25:39.219674,S002,P0067,12
2026-01-04T16:25:39.219674,S003,P0067,93
2026-01-04T16:25:39.219674,S004,P0067,159
2026-01-04T16:25:39.219674,S005,P0067,89
2026-01-04T16:25:39.219674,S001,P0068,59
2026-01-04T16:25:39.219674,S002,P0068,75
2026-01-04T16:25:39.219674,S003,P0068,119
2026-01-04T16:25:39.219674,S004,P0068,138
2026-01-04T16:25:39.219674,S005,P0068,106
2026-01-04T16:25:39.219674,S001,P0069,43
2026-01-04T16:25:39.219674,S002,P0069,98
2026-01-04T16:25:39.219674,S003,P0069,61
2026-01-04T16:25:39.219674,S004,P0069,174
2026-01-04T16:25:39.219674,S005,P0069,108
2026-01-04T16:25:39.219674,S001,P0070,54
2026-01-04T16:25:39.219674,S002,P0070,94
2026-01-04T16:25:39.219674,S003,P0070,183
2026-01-04T16:25:39.219674,S004,P0070,150
2026-01-04T16:25:39.219674,S005,P0070,94
2026-01-04T16:25:39.219674,S001,P0071,149
2026-01-04T16:25:39.219674,S002,P0071,199
2026-01-04T16:25:39.219674,S003,P0071,11
2026-01-04T16:25:39.219674,S004,P0071,10
2026-01-04T16:25:39.219674,S005,P0071,110
2026-01-04T16:25:39.219674,S001,P0072,67
2026-01-04T16:25:39.219674,S002,P0072,109
2026-01-04T16:25:39.219674,S003,P0072,45
2026-01-04T16:25:39.219674,S004,P0072,49
2026-01-04T16:25:39.219674,S005,P0072,75
2026-01-04T16:25:39.219674,S001,P0073,21
2026-01-04T16:25:39.219674,S002,P0073,136
2026-01-04T16:25:39.219674,S003,P0073,139
2026-01-04T16:25:39.219674,S004,P0073,169
2026-01-04T16:25:39.219674,S005,P0073,91
2026-01-04T16:25:39.219674,S001,P0074,183
2026-01-04T16:25:39.219674,S002,P0074,96
2026-01-04T16:25:39.219674,S003,P0074,30
2026-01-04T16:25:39.219674,S004,P0074,50
2026-01-04T16:25:39.219674,S005,P0074,161
2026-01-04T16:25:39.219674,S001,P0075,49
2026-01-04T16:25:39.219674,S002,P0075,83
2026-01-04T16:25:39.219674,S003,P0075,122
2026-01-04T16:25:39.219674,S004,P0075,57
2026-01-04T16:25:39.219674,S005,P0075,109
2026-01-04T16:25:39.219674,S001,P0076,174
2026-01-04T16:25:39.219674,S002,P0076,175
2026-01-04T16:25:39.219674,S003,P0076,126
2026-01-04T16:25:39.219674,S004,P0076,65
2026-01-04T16:25:39.219674,S005,P0076,165
2026-01-04T16:25:39.219674,S001,P0077,183
2026-01-04T16:25:39.219674,S002,P0077,158
2026-01-04T16:25:39.219674,S003,P0077,134
2026-01-04T16:25:39.219674,S004,P0077,76
2026-01-04T16:25:39.219674,S005,P0077,13
2026-01-04T16:25:39.219674,S001,P0078,134
2026-01-04T16:25:39.219674,S002,P0078,140
2026-01-04T16:25:39.219674,S003,P0078,21
2026-01-04T16:25:39.219674,S004,P0078,182
2026-01-04T16:25:39.219674,S005,P0078,158
2026-01-04T16:25:39.219674,S001,P0079,195
2026-01-04T16:25:39.219674,S002,P0079,60
2026-01-04T16:25:39.219674,S003,P0079,12
2026-01-04T16:25:39.219674,S004,P0079,57
2026-01-04T16:25:39.219674,S005,P0079,41
2026-01-04T16:25:39.219674,S001,P0080,144
2026-01-04T16:25:39.219674,S002,P0080,189
2026-01-04T16:25:39.219674,S003,P0080,86
2026-01-04T16:25:39.219674,S004,P0080,135
2026-01-04T16:25:39.219674,S005,P0080,0
2026-01-04T16:25:39.219674,S001,P0081,68
2026-01-04T16:25:39.219674,S002,P0081,1
2026-01-04T16:25:39.219674,S003,P0081,198
2026-01-04T16:25:39.219674,S004,P0081,77
2026-01-04T16:25:39.219674,S005,P0081,51
2026-01-04T16:25:39.219674,S001,P0082,173
2026-01-04T16:25:39.219674,S002,P0082,117
2026-01-04T16:25:39.219674,S003,P0082,116
2026-01-04T16:25:39.219674,S004,P0082,93
2026-01-04T16:25:39.219674,S005,P0082,28
2026-01-04T16:25:39.219674,S001,P0083,160
2026-01-04T16:25:39.219674,S002,P0083,8
2026-01-04T16:25:39.219674,S003,P0083,187
2026-01-04T16:25:39.219674,S004,P0083,132
2026-01-04T16:25:39.219674,S005,P0083,74
2026-01-04T16:25:39.219674,S001,P0084,174
2026-01-04T16:25:39.219674,S002,P0084,57
2026-01-04T16:25:39.219674,S003,P0084,25
2026-01-04T16:25:39.219674,S004,P0084,50
2026-01-04T16:25:39.219674,S005,P0084,65
2026-01-04T16:25:39.219674,S001,P0085,170
2026-01-04T16:25:39.219674,S002,P0085,139
2026-01-04T16:25:39.219674,S003,P0085,135
2026-01-04T16:25:39.219674,S004,P0085,109
2026-01-04T16:25:39.219674,S005,P0085,195
2026-01-04T16:25:39.219674,S001,P0086,7
2026-01-04T16:25:39.219674,S002,P0086,2
2026-01-04T16:25:39.219674,S003,P0086,84
2026-01-04T16:25:39.219674,S004,P0086,118
2026-01-04T16:25:39.219674,S005,P0086,62
2026-01-04T16:25:39.219674,S001,P0087,75
2026-01-04T16:25:39.219674,S002,P0087,144
2026-01-04T16:25:39.219674,S003,P0087,150
2026-01-04T16:25:39.219674,S004,P0087,188
2026-01-04T16:25:39.219674,S005,P0087,15
2026-01-04T16:25:39.219674,S001,P0088,55
2026-01-04T16:25:39.219674,S002,P0088,156
2026-01-04T16:25:39.219674,S003,P0088,44
2026-01-04T16:25:39.219674,S004,P0088,144
2026-01-04T16:25:39.219674,S005,P0088,56
2026-01-04T16:25:39.219674,S001,P0089,129
2026-01-04T16:25:39.219674,S002,P0089,165
2026-01-04T16:25:39.219674,S003,P0089,60
2026-01-04T16:25:39.219674,S004,P0089,140
2026-01-04T16:25:39.219674,S005,P0089,14
2026-01-04T16:25:39.219674,S001,P0090,64
2026-01-04T16:25:39.219674,S002,P0090,102
2026-01-04T16:25:39.219674,S003,P0090,123
2026-01-04T16:25:39.219674,S004,P0090,197
2026-01-04T16:25:39.219674,S005,P0090,174
2026-01-04T16:25:39.219674,S001,P0091,11
2026-01-04T16:25:39.219674,S002,P0091,75
2026-01-04T16:25:39.219674,S003,P0091,175
2026-01-04T16:25:39.219674,S004,P0091,187
2026-01-04T16:25:39.219674,S005,P0091,133
2026-01-04T16:25:39.219674,S001,P0092,39
2026-01-04T16:25:39.219674,S002,P0092,181
2026-01-04T16:25:39.219674,S003,P0092,84
2026-01-04T16:25:39.219674,S004,P0092,144
2026-01-04T16:25:39.219674,S005,P0092,14
2026-01-04T16:25:39.219674,S001,P0093,93
2026-01-04T16:25:39.219674,S002,P0093,12
2026-01-04T16:25:39.219674,S003,P0093,147
2026-01-04T16:25:39.219674,S004,P0093,170
2026-01-04T16:25:39.219674,S005,P0093,149
2026-01-04T16:25:39.219674,S001,P0094,200
2026-01-04T16:25:39.219674,S002,P0094,28
2026-01-04T16:25:39.219674,S003,P0094,167
2026-01-04T16:25:39.219674,S004,P0094,9
2026-01-04T16:25:39.219674,S005,P0094,150
2026-01-04T16:25:39.219674,S001,P0095,17
2026-01-04T16:25:39.219674,S002,P0095,7
2026-01-04T16:25:39.219674,S003,P0095,14
2026-01-04T16:25:39.219674,S004,P0095,165
2026-01-04T16:25:39.219674,S005,P0095,99
2026-01-04T16:25:39.219674,S001,P0096,145
2026-01-04T16:25:39.219674,S002,P0096,181
2026-01-04T16:25:39.219674,S003,P0096,32
2026-01-04T16:25:39.219674,S004,P0096,124
2026-01-04T16:25:39.219674,S005,P0096,84
2026-01-04T16:25:39.219674,S001,P0097,145
2026-01-04T16:25:39.219674,S002,P0097,167
2026-01-04T16:25:39.219674,S003,P0097,185
2026-01-04T16:25:39.219674,S004,P0097,52
2026-01-04T16:25:39.219674,S005,P0097,160
2026-01-04T16:25:39.219674,S001,P0098,67
2026-01-04T16:25:39.219674,S002,P0098,34
2026-01-04T16:25:39.219674,S003,P0098,170
2026-01-04T16:25:39.219674,S004,P0098,94
2026-01-04T16:25:39.219674,S005,P0098,187
2026-01-04T16:25:39.219674,S001,P0099,28
2026-01-04T16:25:39.219674,S002,P0099,173
2026-01-04T16:25:39.219674,S003,P0099,50
2026-01-04T16:25:39.219674,S004,P0099,182
2026-01-04T16:25:39.219674,S005,P0099,115
2026-01-04T16:25:39.219674,S001,P0100,199
2026-01-04T16:25:39.219674,S002,P0100,35
2026-01-04T16:25:39.219674,S003,P0100,172
2026-01-04T16:25:39.219674,S004,P0100,142
2026-01-04T16:25:39.219674,S005,P0100,61
2026-01-05T16:25:39.219674,S001,P0001,47
2026-01-05T16:25:39.219674,S002,P0001,154
2026-01-05T16:25:39.219674,S003,P0001,13
2026-01-05T16:25:39.219674,S004,P0001,104
2026-01-05T16:25:39.219674,S005,P0001,43
2026-01-05T16:25:39.219674,S001,P0002,175
2026-01-05T16:25:39.219674,S002,P0002,17
2026-01-05T16:25:39.219674,S003,P0002,100
2026-01-05T16:25:39.219674,S004,P0002,6
2026-01-05T16:25:39.219674,S005,P0002,86
2026-01-05T16:25:39.219674,S001,P0003,107
2026-01-05T16:25:39.219674,S002,P0003,41
2026-01-05T16:25:39.219674,S003,P0003,194
2026-01-05T16:25:39.219674,S004,P0003,18
2026-01-05T16:25:39.219674,S005,P0003,144
2026-01-05T16:25:39.219674,S001,P0004,10
2026-01-05T16:25:39.219674,S002,P0004,67
2026-01-05T16:25:39.219674,S003,P0004,191
2026-01-05T16:25:39.219674,S004,P0004,16
2026-01-05T16:25:39.219674,S005,P0004,178
2026-01-05T16:25:39.219674,S001,P0005,2
2026-01-05T16:25:39.219674,S002,P0005,53
2026-01-05T16:25:39.219674,S003,P0005,17
2026-01-05T16:25:39.219674,S004,P0005,47
2026-01-05T16:25:39.219674,S005,P0005,180
2026-01-05T16:25:39.219674,S001,P0006,56
2026-01-05T16:25:39.219674,S002,P0006,63
2026-01-05T16:25:39.219674,S003,P0006,56
2026-01-05T16:25:39.219674,S004,P0006,43
2026-01-05T16:25:39.219674,S005,P0006,190
2026-01-05T16:25:39.219674,S001,P0007,171
2026-01-05T16:25:39.219674,S002,P0007,164
2026-01-05T16:25:39.219674,S003,P0007,154
2026-01-05T16:25:39.219674,S004,P0007,76
2026-01-05T16:25:39.219674,S005,P0007,59
2026-01-05T16:25:39.219674,S001,P0008,15
2026-01-05T16:25:39.219674,S002,P0008,180
2026-01-05T16:25:39.219674,S003,P0008,150
2026-01-05T16:25:39.219674,S004,P0008,63
2026-01-05T16:25:39.219674,S005,P0008,49
2026-01-05T16:25:39.219674,S001,P0009,30
2026-01-05T16:25:39.219674,S002,P0009,183
2026-01-05T16:25:39.219674,S003,P0009,129
2026-01-05T16:25:39.219674,S004,P0009,84
2026-01-05T16:25:39.219674,S005,P0009,179
2026-01-05T16:25:39.219674,S001,P0010,192
2026-01-05T16:25:39.219674,S002,P0010,149
2026-01-05T16:25:39.219674,S003,P0010,36
2026-01-05T16:25:39.219674,S004,P0010,81
2026-01-05T16:25:39.219674,S005,P0010,136
2026-01-05T16:25:39.219674,S001,P0011,85
2026-01-05T16:25:39.219674,S002,P0011,19
2026-01-05T16:25:39.219674,S003,P0011,126
2026-01-05T16:25:39.219674,S004,P0011,24
2026-01-05T16:25:39.219674,S005,P0011,33
2026-01-05T16:25:39.219674,S001,P0012,47
2026-01-05T16:25:39.219674,S002,P0012,75
2026-01-05T16:25:39.219674,S003,P0012,5
