order_id,order_ts,customer_id,channel,order_total,shipping_fee,tax,status
ECOM00000029,2026-01-03T21:13:39.098536,fe45199f-b031-43cc-a3c6-cd858a3ba81d,web,240.42,7.99,17.71,placed
ECOM00000030,2026-01-04T03:42:39.098536,a23e8d9a-f151-40d0-b2dd-867c150b1851,web,214.59,4.99,15.97,placed
ECOM00000031,2026-01-04T15:46:39.098536,2c592fb8-271f-4731-9ed1-33b60d980c0d,web,105.53,9.99,7.28,shipped
ECOM00000032,2026-01-04T06:58:39.098536,580fa68d-893b-4d3c-b0ea-c28d8bc364dc,web,39.48,7.99,2.4,placed
ECOM00000033,2026-01-04T17:08:39.098536,7b7654d2-d58c-4452-b318-3fed60e11e2e,web,52.21,9.99,3.22,shipped
ECOM00000034,2026-01-05T10:55:39.098536,dc8d211a-f49b-4a42-8bba-b2192ec30739,web,165.16,4.99,12.21,delivered
ECOM00000035,2026-01-05T07:06:39.098536,ec9a1e56-1600-481d-847f-ed355febe6b8,web,270.84,7.99,20.03,shipped
ECOM00000036,2026-01-04T19:26:39.098536,94101b1a-2478-488c-a0ce-4a6e9e226501,web,132.93,9.99,9.37,shipped
ECOM00000037,2026-01-04T19:53:39.098536,751cd394-021e-4684-b7c1-c76ceaba880e,web,151.89,9.99,10.81,cancelled
ECOM00000038,2026-01-04T23:35:39.098536,c0ffaa38-6c50-4f33-9fef-b984e99864a4,web,96.57,4.99,6.98,shipped
ECOM00000039,2026-01-05T00:43:39.098536,14f6d48f-02ac-4ba4-8702-2ddb03edbfcd,web,93.68,4.99,6.76,placed
ECOM00000040,2026-01-05T10:44:39.098536,58748e6f-c99e-4a2a-8f53-00f8a17ed561,web,253.46,0.0,19.32,shipped
ECOM00000041,2026-01-04T22:56:39.098536,310fdd49-11d2-4aa5-9f50-e1a399e51200,web,102.29,0.0,7.8,shipped
ECOM00000042,2026-01-05T12:16:39.098536,d80649d6-9c50-47fe-bcbd-2a20fe445dd3,web,253.1,9.99,18.53,shipped
ECOM00000043,2026-01-04T17:44:39.098536,98cd76c4-de09-43a1-b6ce-9b5b564ef459,web,132.57,0.0,10.1,placed
ECOM00000044,2026-01-04T21:21:39.098536,ecf44ec7-e1df-46af-a23d-9d54d9d38de4,web,64.42,0.0,4.91,delivered
ECOM00000045,2026-01-05T01:59:39.098536,e78c071b-c4c5-4988-b9a4-a493ce8aeed3,web,263.92,4.99,19.73,shipped
ECOM00000046,2026-01-04T23:40:39.098536,2811419b-3017-4e80-8c2c-09fbb44c09c5,web,245.7,7.99,18.12,placed
ECOM00000047,2026-01-04T22:03:39.098536,d901127a-cd80-4da8-98bd-bf845dfa0204,web,244.55,7.99,18.03,shipped
ECOM00000048,2026-01-05T15:21:39.098536,ef82b1d8-7536-4953-bb8d-d272429945b5,web,178.19,4.99,13.2,placed
ECOM00000049,2026-01-05T10:45:39.098536,10b64d77-8693-49e3-9a22-46a6211a017a,web,139.56,4.99,10.26,shipped
ECOM00000050,2026-01-04T20:43:39.098536,268cb007-345f-46b7-89c8-17094e452127,web,219.66,7.99,16.13,delivered
ECOM00000051,2026-01-05T07:19:39.098536,268cb007-345f-46b7-89c8-17094e452127,web,60.14,7.99,3.97,placed
ECOM00000052,2026-01-04T19:13:39.098536,2c592fb8-271f-4731-9ed1-33b60d980c0d,web,32.83,0.0,2.5,placed
ECOM00000053,2026-01-05T11:06:39.098536,50c37fea-54c0-47ce-876d-cf1a32258977,web,149.2,7.99,10.76,placed
ECOM00000054,2026-01-05T07:33:39.098536,2c592fb8-271f-4731-9ed1-33b60d980c0d,web,239.41,7.99,17.64,placed
ECOM00000055,2026-01-05T03:57:39.098536,83c89055-5a29-4e2e-b912-bfe4878d2dec,web,112.22,7.99,7.94,placed
ECOM00000056,2026-01-05T11:41:39.098536,97affe87-08cd-413f-941b-585497623878,web,67.59,9.99,4.39,placed
ECOM00000057,2026-01-05T05:14:39.098536,58748e6f-c99e-4a2a-8f53-00f8a17ed561,web,223.82,7.99,16.45,placed
ECOM00000058,2026-01-05T05:26:39.098536,a4e71d72-eb78-4d2f-af05-e15e456b0602,web,91.68,7.99,6.38,delivered
ECOM00000059,2026-01-04T16:42:39.098536,463b3e95-5ca5-4c65-91ce-becd84a562ac,web,206.78,4.99,15.38,placed
ECOM00000060,2026-01-05T09:56:39.098536,7b7654d2-d58c-4452-b318-3fed60e11e2e,web,43.02,0.0,3.28,placed
ECOM00000061,2026-01-05T01:54:39.098536,268cb007-345f-46b7-89c8-17094e452127,web,269.72,4.99,20.18,placed
ECOM00000062,2026-01-06T05:55:39.098536,ecba099e-d5a1-4c7e-b04c-cfa4147855ac,web,40.36,7.99,2.47,delivered
ECOM00000063,2026-01-06T00:20:39.098536,7f9908b4-f633-4691-8ca6-5ed20fd34ded,web,243.32,4.99,18.16,delivered
ECOM00000064,2026-01-06T14:28:39.098536,30e9ce9c-9beb-4f8b-b24a-2397e692a486,web,196.6,7.99,14.37,placed
ECOM00000065,2026-01-06T02:43:39.098536,69b4b290-f645-4467-9083-423dcc3c9eb0,web,152.53,7.99,11.02,shipped
ECOM00000066,2026-01-05T22:30:39.098536,ef1aa57c-5fc0-42f2-aafa-5fb465adabef,web,53.04,4.99,3.66,cancelled
ECOM00000067,2026-01-06T11:27:39.098536,17c85c87-2a11-4982-9853-b5cd371a0865,web,196.39,9.99,14.21,placed
ECOM00000068,2026-01-06T15:14:39.098536,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,web,47.59,7.99,3.02,shipped
ECOM00000069,2026-01-06T09:31:39.098536,9ae8ff9d-92b2-4ba0-817f-cade7559ea97,web,97.69,9.99,6.68,placed
ECOM00000070,2026-01-06T01:51:39.098536,abcf151c-3997-4d1d-967c-2b7a6345ef45,web,43.93,7.99,2.74,placed
ECOM00000071,2026-01-06T05:07:39.098536,29d9a07d-020a-4dec-9d25-809511a8adfe,web,23.79,0.0,1.81,placed
ECOM00000072,2026-01-06T04:09:39.098536,9260e7f0-cee6-4a04-8a7f-72bd76b6021e,web,266.13,9.99,19.52,placed
ECOM00000073,2026-01-05T20:37:39.098536,df8cc9fc-0382-4931-9463-2f9278992832,web,71.55,4.99,5.07,placed
ECOM00000074,2026-01-05T23:20:39.098536,541b7565-05b5-4ddc-adbe-d9d9704c2024,web,205.49,0.0,15.66,placed
ECOM00000075,2026-01-06T07:27:39.098536,9ac002b9-2fb5-45f6-94fc-cfdf1b8b472f,web,38.82,7.99,2.35,placed
ECOM00000076,2026-01-06T13:31:39.098536,18fb69ad-35fb-40b9-8ddf-af6df72efc88,web,176.92,0.0,13.48,placed
ECOM00000077,2026-01-06T01:28:39.098536,7f69eee1-7f55-4266-9e75-ed379fae7fdc,web,66.5,9.99,4.31,placed
ECOM00000078,2026-01-06T15:17:39.098536,3679adb9-935c-4c7f-b604-2708ead53dda,web,229.41,4.99,17.1,delivered
ECOM00000079,2026-01-05T17:13:39.098536,7b7654d2-d58c-4452-b318-3fed60e11e2e,web,60.33,0.0,4.6,placed
ECOM00000080,2026-01-05T20:56:39.098536,1e8ece07-ea7e-481c-959a-fc5c31a2e68e,web,276.11,9.99,20.28,placed
ECOM00000081,2026-01-06T09:34:39.098536,54b28a4a-282c-40ff-9bfe-7f6c1a42e383,web,143.82,7.99,10.35,placed
ECOM00000082,2026-01-06T05:16:39.098536,f0d50ad4-7750-4e0f-bc7b-79cfbff90813,web,156.85,9.99,11.19,placed
ECOM00000083,2026-01-06T08:24:39.098536,3041a1f7-8e61-402f-9c21-36e084ccc720,web,130.57,0.0,9.95,placed
ECOM00000084,2026-01-05T19:27:39.098536,a9d2ad16-7440-48cd-849d-2c362019a7a6,web,95.93,9.99,6.55,delivered
ECOM00000085,2026-01-06T05:07:39.098536,02c1ca79-c8d0-4d91-ac85-3615a40af0fb,web,192.73,7.99,14.08,placed
ECOM00000086,2026-01-06T07:54:39.098536,567c0ba3-de43-461e-9729-a07ccb37363e,web,234.3,7.99,17.25,placed
ECOM00000087,2026-01-05T16:28:39.098536,5dac3d55-2e01-43f0-9482-bc0f8a3c7584,web,216.12,9.99,15.71,placed
ECOM00000088,2026-01-05T20:46:39.098536,c452a192-de23-4a87-ac1b-f81d15116554,web,155.6,9.99,11.1,placed
ECOM00000089,2026-01-05T22:34:39.098536,fd9d9023-1d63-44cb-8f84-f31de8b026bf,web,96.89,0.0,7.38,placed
ECOM00000090,2026-01-06T15:32:39.098536,6d5bb897-82fa-4992-9cdc-ac1d23fc6f75,web,201.58,9.99,14.6,delivered
ECOM00000091,2026-01-06T02:38:39.098536,59fab1c2-7b2d-497c-b149-f419ba07426f,web,151.04,0.0,11.51,delivered
ECOM00000092,2026-01-06T15:48:39.098536,a23e8d9a-f151-40d0-b2dd-867c150b1851,web,177.57,9.99,12.77,cancelled
ECOM00000093,2026-01-05T21:32:39.098536,6c624126-cc87-4c08-9fe9-0aec688bd4e7,web,171.02,4.99,12.65,delivered
ECOM00000094,2026-01-05T16:57:39.098536,fd9d9023-1d63-44cb-8f84-f31de8b026bf,web,160.98,9.99,11.51,placed
ECOM00000095,2026-01-06T06:31:39.098536,f2e55b90-f48f-4ac7-99b6-f99d8ad5b4fc,web,115.65,0.0,8.81,delivered
ECOM00000096,2026-01-06T13:19:39.098536,1eb8916f-e09a-4434-9297-fae0e6db9c93,web,249.17,9.99,18.23,placed
ECOM00000097,2026-01-06T13:29:39.098536,31b37ab7-cd6e-4f1d-888a-8285a1a19d71,web,187.8,9.99,13.55,delivered
ECOM00000098,2026-01-06T08:04:39.098536,23c8d004-36fb-4d0b-8711-0d4f54c1e46d,web,148.1,4.99,10.91,placed
ECOM00000099,2026-01-06T02:48:39.098536,c452a192-de23-4a87-ac1b-f81d15116554,web,156.37,7.99,11.31,delivered
ECOM00000100,2026-01-06T12:19:39.098536,213fdb8d-6d5f-4622-85ad-51f78978c143,web,262.93,4.99,19.66,shipped
ECOM00000101,2026-01-06T20:55:39.098536,07b19091-a0c8-4fe8-ae81-9145271d28af,web,254.25,7.99,18.77,placed
ECOM00000102,2026-01-07T13:55:39.098536,61d32fac-ecec-4e61-ae12-0c01f8ffff2f,web,211.0,0.0,16.08,placed
ECOM00000103,2026-01-07T09:50:39.098536,73a59435-1288-41c3-949a-a3113a6a58ba,web,168.21,4.99,12.44,placed
ECOM00000104,2026-01-06T18:45:39.098536,370a66ab-7f21-4f8f-a42c-61e94a98a1f2,web,79.51,7.99,5.45,placed
ECOM00000105,2026-01-06T18:02:39.098536,7aa989a2-941e-401e-8dda-5e2a2fb4890b,web,218.44,9.99,15.89,placed
ECOM00000106,2026-01-06T18:11:39.098536,8ca470c5-0df2-4778-b365-65129908cd1e,web,156.67,0.0,11.94,placed
ECOM00000107,2026-01-07T03:29:39.098536,12627e02-8a3d-4907-804f-731f61d7a761,web,126.07,9.99,8.85,placed
ECOM00000108,2026-01-07T04:02:39.098536,b6e01e7d-80a5-4676-9682-7217bca64c3e,web,249.59,4.99,18.64,placed
ECOM00000109,2026-01-07T00:45:39.098536,33fe72f1-fa7d-40af-b2f8-a4ff3faf351d,web,167.15,0.0,12.74,cancelled
ECOM00000110,2026-01-07T00:43:39.098536,7f69eee1-7f55-4266-9e75-ed379fae7fdc,web,140.26,9.99,9.93,placed
ECOM00000111,2026-01-06T19:45:39.098536,69b4b290-f645-4467-9083-423dcc3c9eb0,web,223.16,0.0,17.01,delivered
ECOM00000112,2026-01-07T05:15:39.098536,94101b1a-2478-488c-a0ce-4a6e9e226501,web,47.4,4.99,3.23,placed
ECOM00000113,2026-01-07T03:21:39.098536,02c1ca79-c8d0-4d91-ac85-3615a40af0fb,web,216.82,9.99,15.76,cancelled
ECOM00000114,2026-01-07T15:47:39.098536,78ed162f-5fd3-461f-8a6c-50b0c67ff6c6,web,232.68,0.0,17.73,placed
ECOM00000115,2026-01-07T02:24:39.098536,15707d0f-f076-4f1a-b045-0cbe140c454a,web,79.05,9.99,5.26,placed
ECOM00000116,2026-01-07T05:19:39.098536,18259d04-ecb8-472b-9236-465f686eae07,web,233.44,7.99,17.18,shipped
ECOM00000117,2026-01-06T18:30:39.098536,8c1a2292-935e-476b-b36e-f7c2e8971691,web,180.17,0.0,13.73,delivered
ECOM00000118,2026-01-07T00:44:39.098536,abcf151c-3997-4d1d-967c-2b7a6345ef45,web,61.64,9.99,3.94,placed
ECOM00000119,2026-01-06T17:28:39.098536,6c624126-cc87-4c08-9fe9-0aec688bd4e7,web,31.63,0.0,2.41,placed
ECOM00000120,2026-01-07T16:11:39.098536,b28dd493-cb4a-427a-ac9d-2381928a85cb,web,265.82,4.99,19.88,shipped
ECOM00000121,2026-01-07T07:54:39.098536,cbd85615-83c3-4817-9cab-7a48d0b8cfde,web,161.74,7.99,11.72,shipped
ECOM00000122,2026-01-07T12:50:39.098536,c8c40448-0c04-4657-b3b8-a1d84fce4906,web,262.26,0.0,19.99,placed
ECOM00000123,2026-01-07T03:01:39.098536,232dfa05-38bb-4246-9c6a-1e1b5d292e28,web,164.36,7.99,11.92,delivered
ECOM00000124,2026-01-07T12:59:39.098536,326c80d9-33d3-4254-8545-1a2d83dd49f0,web,224.47,9.99,16.35,placed
ECOM00000125,2026-01-07T09:47:39.098536,f7b00b4d-1ccb-473d-adb4-523a1a1d19fa,web,125.29,0.0,9.55,cancelled
ECOM00000126,2026-01-07T02:28:39.098536,00d35478-b6e8-46ea-8775-802752d6b14d,web,109.81,4.99,7.99,shipped
ECOM00000127,2026-01-07T09:17:39.098536,c49968e8-8cb3-42bb-8f74-e967cc510411,web,165.58,0.0,12.62,shipped
ECOM00000128,2026-01-07T09:38:39.098536,4df7d833-d3f4-4c5e-a846-126f316bdd35,web,245.89,0.0,18.74,shipped
ECOM00000129,2026-01-06T23:02:39.098536,2c592fb8-271f-4731-9ed1-33b60d980c0d,web,212.86,0.0,16.22,shipped
ECOM00000130,2026-01-07T06:34:39.098536,e94a0e0d-fc1c-43bc-9b1f-4863510e7d5a,web,93.97,4.99,6.78,placed
ECOM00000131,2026-01-06T22:56:39.098536,14f6d48f-02ac-4ba4-8702-2ddb03edbfcd,web,136.44,0.0,10.4,shipped
ECOM00000132,2026-01-08T11:15:39.098536,667eb178-1f30-4fd8-8aac-f89209b52245,web,218.19,0.0,16.63,shipped
ECOM00000133,2026-01-08T13:47:39.098536,667eb178-1f30-4fd8-8aac-f89209b52245,web,166.59,0.0,12.7,placed
ECOM00000134,2026-01-07T23:14:39.098536,c6f84d78-dfda-4429-8980-526b8af1ec05,web,247.36,7.99,18.24,placed
ECOM00000135,2026-01-07T20:34:39.098536,e5c4f906-06d2-4bb1-b596-865845703919,web,183.31,7.99,13.36,placed
ECOM00000136,2026-01-08T06:31:39.098536,f7b00b4d-1ccb-473d-adb4-523a1a1d19fa,web,198.04,4.99,14.71,shipped
ECOM00000137,2026-01-08T07:49:39.098536,4447991e-e75f-426e-b835-a5de0f7a5b90,web,37.85,4.99,2.5,placed
ECOM00000138,2026-01-08T06:00:39.098536,888810b0-561b-471c-98ec-dabdbc78195f,web,149.18,7.99,10.76,cancelled
ECOM00000139,2026-01-07T19:27:39.098536,5f72439b-462c-4a1f-a38b-57f316bf6937,web,110.74,7.99,7.83,placed
ECOM00000140,2026-01-08T12:06:39.098536,9f8e4553-c838-4cfe-9f73-ce32d9dba1e5,web,36.2,0.0,2.76,placed
ECOM00000141,2026-01-08T01:32:39.098536,d80649d6-9c50-47fe-bcbd-2a20fe445dd3,web,259.17,4.99,19.37,shipped
ECOM00000142,2026-01-08T08:03:39.098536,df8cc9fc-0382-4931-9463-2f9278992832,web,47.16,4.99,3.21,shipped
ECOM00000143,2026-01-08T12:33:39.098536,541b7565-05b5-4ddc-adbe-d9d9704c2024,web,186.81,0.0,14.24,placed
ECOM00000144,2026-01-08T00:56:39.098536,bf4d1c4d-7584-4d6c-9fcf-4cfa5d865f82,web,34.66,7.99,2.03,delivered
ECOM00000145,2026-01-08T00:38:39.098536,344857f7-6eab-4093-8b78-5606a14fb371,web,222.86,7.99,16.38,delivered
ECOM00000146,2026-01-07T23:20:39.098536,482648b7-cefe-41d2-a100-62e6ae7f1410,web,157.7,4.99,11.64,placed
ECOM00000147,2026-01-08T11:07:39.098536,1eb8916f-e09a-4434-9297-fae0e6db9c93,web,76.36,4.99,5.44,placed
ECOM00000148,2026-01-08T00:43:39.098536,b5eae820-9821-46ca-9773-dced8c80ee0c,web,158.51,9.99,11.32,shipped
ECOM00000149,2026-01-08T01:54:39.098536,b6bb43c7-2ec5-4b5e-a96c-8cc8a074b6bd,web,245.9,0.0,18.74,placed
ECOM00000150,2026-01-08T09:56:39.098536,8c1a2292-935e-476b-b36e-f7c2e8971691,web,234.19,9.99,17.09,shipped
ECOM00000151,2026-01-08T05:24:39.098536,f7ed9e00-78b6-4239-82ca-1c4339c4a6d0,web,22.45,4.99,1.33,placed
ECOM00000152,2026-01-08T13:55:39.098536,bf4d1c4d-7584-4d6c-9fcf-4cfa5d865f82,web,181.43,4.99,13.45,placed
ECOM00000153,2026-01-08T16:16:39.098536,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,web,239.61,4.99,17.88,placed
ECOM00000154,2026-01-07T19:14:39.098536,b949fb7d-2d2c-49f8-8762-1c46229c8bbe,web,258.91,7.99,19.12,placed
ECOM00000155,2026-01-08T09:36:39.098536,071ec2e0-6dec-4cd2-b851-1cdc49ee47ab,web,190.08,7.99,13.88,shipped
ECOM00000156,2026-01-08T11:23:39.098536,9bb00b57-4db8-46b3-adda-63591923acd2,web,241.37,0.0,18.4,shipped
ECOM00000157,2026-01-08T09:44:39.098536,59fab1c2-7b2d-497c-b149-f419ba07426f,web,123.88,4.99,9.06,delivered
ECOM00000158,2026-01-08T14:35:39.098536,b28dd493-cb4a-427a-ac9d-2381928a85cb,web,217.83,4.99,16.22,placed
ECOM00000159,2026-01-07T20:18:39.098536,5f72439b-462c-4a1f-a38b-57f316bf6937,web,111.81,0.0,8.52,shipped
ECOM00000160,2026-01-08T06:49:39.098536,83c89055-5a29-4e2e-b912-bfe4878d2dec,web,221.49,4.99,16.5,placed
ECOM00000161,2026-01-08T11:35:39.098536,3b066d3d-d98c-43b1-ae0b-7ff0e55afcff,web,44.71,0.0,3.41,cancelled
ECOM00000162,2026-01-08T12:36:39.098536,17c85c87-2a11-4982-9853-b5cd371a0865,web,201.27,9.99,14.58,placed
ECOM00000163,2026-01-08T05:46:39.098536,5024e0f4-3ab8-41d5-8eda-304871e40fcc,web,144.9,0.0,11.04,placed
ECOM00000164,2026-01-07T21:39:39.098536,f2aacff0-734f-4384-ba6d-d167de2cd684,web,99.31,9.99,6.81,placed
ECOM00000165,2026-01-07T23:54:39.098536,3537df7e-1e0c-4ebc-8b03-ca077680265e,web,100.0,7.99,7.01,placed
ECOM00000166,2026-01-09T00:22:39.098536,be8e9d16-eb22-4a82-b6af-1be7517bb43d,web,129.83,9.99,9.13,shipped
ECOM00000167,2026-01-09T11:52:39.098536,26e51e06-67fc-41d5-bf6c-5ffb61bd550f,web,169.63,7.99,12.32,placed
ECOM00000168,2026-01-09T04:30:39.098536,10b64d77-8693-49e3-9a22-46a6211a017a,web,222.92,9.99,16.23,placed
ECOM00000169,2026-01-09T13:34:39.098536,f159bb63-bcfa-46e3-bd1e-0b6309f5e698,web,240.83,0.0,18.35,cancelled
ECOM00000170,2026-01-09T00:45:39.098536,df8cc9fc-0382-4931-9463-2f9278992832,web,145.81,4.99,10.73,shipped
ECOM00000171,2026-01-08T23:00:39.098536,29d9a07d-020a-4dec-9d25-809511a8adfe,web,86.1,0.0,6.56,placed
ECOM00000172,2026-01-09T01:46:39.098536,ff1451ca-5bac-4459-bf98-54bb2cbd53bb,web,237.25,0.0,18.08,shipped
ECOM00000173,2026-01-09T12:21:39.098536,ea975863-cbd7-4a57-9bcc-6dc452d9d617,web,207.12,7.99,15.18,placed
ECOM00000174,2026-01-09T10:44:39.098536,b6bb43c7-2ec5-4b5e-a96c-8cc8a074b6bd,web,188.99,9.99,13.64,placed
ECOM00000175,2026-01-09T10:36:39.098536,268cb007-345f-46b7-89c8-17094e452127,web,104.63,0.0,7.97,cancelled
ECOM00000176,2026-01-09T01:03:39.098536,23c8d004-36fb-4d0b-8711-0d4f54c1e46d,web,149.02,7.99,10.75,shipped
ECOM00000177,2026-01-09T09:49:39.098536,268cb007-345f-46b7-89c8-17094e452127,web,33.43,4.99,2.17,placed
ECOM00000178,2026-01-09T14:34:39.098536,1a808fcb-ec30-457d-9fad-290c7afcea0c,web,32.67,4.99,2.11,delivered
ECOM00000179,2026-01-09T11:40:39.098536,b5eae820-9821-46ca-9773-dced8c80ee0c,web,154.24,9.99,10.99,delivered
ECOM00000180,2026-01-09T08:28:39.098536,4df7d833-d3f4-4c5e-a846-126f316bdd35,web,181.71,4.99,13.47,delivered
ECOM00000181,2026-01-09T02:16:39.098536,febf45b0-1cbb-4b56-b621-58a07674d168,web,211.49,4.99,15.74,placed
ECOM00000182,2026-01-09T02:07:39.098536,3c4c3e07-8c9e-4e58-a4c9-9c6df1c324e7,web,139.41,4.99,10.24,shipped
ECOM00000183,2026-01-08T18:42:39.098536,888810b0-561b-471c-98ec-dabdbc78195f,web,209.95,0.0,16.0,placed
ECOM00000184,2026-01-09T06:48:39.098536,7eed74b2-ee31-4346-ac26-83eea8aeead3,web,53.25,9.99,3.3,placed
ECOM00000185,2026-01-09T08:49:39.098536,6d5bb897-82fa-4992-9cdc-ac1d23fc6f75,web,184.52,9.99,13.3,delivered
ECOM00000186,2026-01-09T11:49:39.098536,d374524b-2760-406d-bd6a-92aaf1c198d7,web,181.3,9.99,13.06,shipped
ECOM00000187,2026-01-08T16:34:39.098536,17c85c87-2a11-4982-9853-b5cd371a0865,web,40.98,7.99,2.51,placed
ECOM00000188,2026-01-08T17:39:39.098536,f0cea552-212b-4b60-b7b6-7608338ed24b,web,125.19,0.0,9.54,shipped
ECOM00000189,2026-01-09T10:27:39.098536,4447991e-e75f-426e-b835-a5de0f7a5b90,web,104.83,0.0,7.99,placed
ECOM00000190,2026-01-09T10:51:39.098536,38ef8b90-94db-46c3-b90e-3bb547545b3b,web,176.56,4.99,13.08,shipped
ECOM00000191,2026-01-09T12:41:39.098536,6d5bb897-82fa-4992-9cdc-ac1d23fc6f75,web,224.35,7.99,16.49,delivered
ECOM00000192,2026-01-08T21:29:39.098536,3c4c3e07-8c9e-4e58-a4c9-9c6df1c324e7,web,274.6,9.99,20.17,cancelled
ECOM00000193,2026-01-09T15:48:39.098536,b949fb7d-2d2c-49f8-8762-1c46229c8bbe,web,244.22,7.99,18.0,shipped
ECOM00000194,2026-01-09T01:27:39.098536,bfde1c06-c0f1-4e2b-8080-3b4ef8030f33,web,119.01,7.99,8.46,delivered
ECOM00000195,2026-01-09T08:10:39.098536,567c0ba3-de43-461e-9729-a07ccb37363e,web,120.21,4.99,8.78,placed
ECOM00000196,2026-01-09T14:23:39.098536,fb6c7447-4db1-4c12-91d1-c0d3dc31a4d7,web,76.49,4.99,5.45,delivered
ECOM00000197,2026-01-09T00:52:39.098536,2ae229c5-2254-4335-89e6-fbb9aca0c425,web,108.27,4.99,7.87,delivered
ECOM00000198,2026-01-09T03:09:39.098536,310fdd49-11d2-4aa5-9f50-e1a399e51200,web,259.1,0.0,19.75,placed
ECOM00000199,2026-01-08T18:18:39.098536,5024e0f4-3ab8-41d5-8eda-304871e40fcc,web,257.81,4.99,19.27,placed
ECOM00000200,2026-01-09T03:36:39.098536,bcd747a4-4548-4750-8152-6d84c50d666b,web,131.7,7.99,9.43,placed
ECOM00000201,2026-01-08T17:55:39.098536,89acc58d-a6ab-4fb3-b72b-d09463e1343f,web,135.98,4.99,9.98,cancelled
ECOM00000202,2026-01-09T03:37:39.098536,a2e1b4dc-78e0-457c-b02a-ad7e8babb63b,web,267.52,7.99,19.78,delivered
